model,package,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M2615,SFR,0.001,1.00E-06,0.5,0,0.08,0.10302,0.2154,2SEG,1,GNSS,-0.08402,-0.0154,4.422105263,0.077,2.249552632
M2616,SFR,0.001,1.00E-06,0.5,0.25,0.03,0.10595,0.1137,2SEG,1,GNSS,-0.08695,0.0863,4.576315789,0.4315,2.503907895
M2617,SFR,0.001,1.00E-06,0.5,0.25,0.035,0.10559,0.1245,2SEG,1,GNSS,-0.08659,0.0755,4.557368421,0.3775,2.467434211
M2618,SFR,0.001,1.00E-06,0.5,0.25,0.04,0.10523,0.1346,2SEG,1,GNSS,-0.08623,0.0654,4.538421053,0.327,2.432710526
M2619,SFR,0.001,1.00E-06,0.5,0.25,0.05,0.1046,0.1534,2SEG,1,GNSS,-0.0856,0.0466,4.505263158,0.233,2.369131579
M2620,SFR,0.001,1.00E-06,0.5,0.25,0.08,0.10302,0.2015,2SEG,1,GNSS,-0.08402,-0.0015,4.422105263,0.0075,2.214802632
M2621,SFR,0.001,1.00E-06,0.5,0.5,0.03,0.10595,0.1077,2SEG,1,GNSS,-0.08695,0.0923,4.576315789,0.4615,2.518907895
M2622,SFR,0.001,1.00E-06,0.5,0.5,0.035,0.10559,0.1179,2SEG,1,GNSS,-0.08659,0.0821,4.557368421,0.4105,2.483934211
M2623,SFR,0.001,1.00E-06,0.5,0.5,0.04,0.10522,0.1274,2SEG,1,GNSS,-0.08622,0.0726,4.537894737,0.363,2.450447368
M2624,SFR,0.001,1.00E-06,0.5,0.5,0.05,0.1046,0.1452,2SEG,1,GNSS,-0.0856,0.0548,4.505263158,0.274,2.389631579
M2625,SFR,0.001,1.00E-06,0.5,0.5,0.08,0.10301,0.1907,2SEG,1,GNSS,-0.08401,0.0093,4.421578947,0.0465,2.234039474
M2626,SFR,0.001,5.50E-06,-0.5,-0.5,0.03,0.10506,0.149,2SEG,1,GNSS,-0.08606,0.051,4.529473684,0.255,2.392236842
M2627,SFR,0.001,5.50E-06,-0.5,-0.5,0.035,0.10458,0.163,2SEG,1,GNSS,-0.08558,0.037,4.504210526,0.185,2.344605263
M2628,SFR,0.001,5.50E-06,-0.5,-0.5,0.04,0.10414,0.1761,2SEG,1,GNSS,-0.08514,0.0239,4.481052632,0.1195,2.300276316
M2629,SFR,0.001,5.50E-06,-0.5,-0.5,0.05,0.10331,0.2004,2SEG,1,GNSS,-0.08431,-0.0004,4.437368421,0.002,2.219684211
M2630,SFR,0.001,5.50E-06,-0.5,-0.5,0.08,0.10086,0.2618,2SEG,1,GNSS,-0.08186,-0.0618,4.308421053,0.309,2.308710526
M2631,SFR,0.001,5.50E-06,-0.5,-0.25,0.03,0.10505,0.1319,2SEG,1,GNSS,-0.08605,0.0681,4.528947368,0.3405,2.434723684
M2632,SFR,0.001,5.50E-06,-0.5,-0.25,0.035,0.10457,0.1443,2SEG,1,GNSS,-0.08557,0.0557,4.503684211,0.2785,2.391092105
M2633,SFR,0.001,5.50E-06,-0.5,-0.25,0.04,0.10413,0.1559,2SEG,1,GNSS,-0.08513,0.0441,4.480526316,0.2205,2.350513158
M2634,SFR,0.001,5.50E-06,-0.5,-0.25,0.05,0.1033,0.1774,2SEG,1,GNSS,-0.0843,0.0226,4.436842105,0.113,2.274921053
M2635,SFR,0.001,5.50E-06,-0.5,-0.25,0.08,0.10085,0.2318,2SEG,1,GNSS,-0.08185,-0.0318,4.307894737,0.159,2.233447368
M2636,SFR,0.001,5.50E-06,-0.5,0,0.03,0.10505,0.121,2SEG,1,GNSS,-0.08605,0.079,4.528947368,0.395,2.461973684
M2637,SFR,0.001,5.50E-06,-0.5,0,0.035,0.10457,0.1323,2SEG,1,GNSS,-0.08557,0.0677,4.503684211,0.3385,2.421092105
M2638,SFR,0.001,5.50E-06,-0.5,0,0.04,0.10412,0.143,2SEG,1,GNSS,-0.08512,0.057,4.48,0.285,2.3825
M2639,SFR,0.001,5.50E-06,-0.5,0,0.05,0.10329,0.1627,2SEG,1,GNSS,-0.08429,0.0373,4.436315789,0.1865,2.311407895
M2640,SFR,0.001,5.50E-06,-0.5,0,0.08,0.10084,0.2127,2SEG,1,GNSS,-0.08184,-0.0127,4.307368421,0.0635,2.185434211
M2641,SFR,0.001,5.50E-06,-0.5,0.25,0.03,0.10504,0.1131,2SEG,1,GNSS,-0.08604,0.0869,4.528421053,0.4345,2.481460526
M2642,SFR,0.001,5.50E-06,-0.5,0.25,0.035,0.10456,0.1238,2SEG,1,GNSS,-0.08556,0.0762,4.503157895,0.381,2.442078947
M2643,SFR,0.001,5.50E-06,-0.5,0.25,0.04,0.10412,0.1338,2SEG,1,GNSS,-0.08512,0.0662,4.48,0.331,2.4055
M2644,SFR,0.001,5.50E-06,-0.5,0.25,0.05,0.10329,0.1522,2SEG,1,GNSS,-0.08429,0.0478,4.436315789,0.239,2.337657895
M2645,SFR,0.001,5.50E-06,-0.5,0.25,0.08,0.10083,0.1989,2SEG,1,GNSS,-0.08183,0.0011,4.306842105,0.0055,2.156171053
M2646,SFR,0.001,5.50E-06,-0.5,0.5,0.03,0.10504,0.1071,2SEG,1,GNSS,-0.08604,0.0929,4.528421053,0.4645,2.496460526
M2647,SFR,0.001,5.50E-06,-0.5,0.5,0.035,0.10456,0.1172,2SEG,1,GNSS,-0.08556,0.0828,4.503157895,0.414,2.458578947
M2648,SFR,0.001,5.50E-06,-0.5,0.5,0.04,0.10411,0.1266,2SEG,1,GNSS,-0.08511,0.0734,4.479473684,0.367,2.423236842
M2649,SFR,0.001,5.50E-06,-0.5,0.5,0.05,0.10328,0.1441,2SEG,1,GNSS,-0.08428,0.0559,4.435789474,0.2795,2.357644737
M2650,SFR,0.001,5.50E-06,-0.5,0.5,0.08,0.10083,0.1883,2SEG,1,GNSS,-0.08183,0.0117,4.306842105,0.0585,2.182671053
M2651,SFR,0.001,5.50E-06,-0.25,-0.5,0.03,0.10566,0.1495,2SEG,1,GNSS,-0.08666,0.0505,4.561052632,0.2525,2.406776316
M2652,SFR,0.001,5.50E-06,-0.25,-0.5,0.035,0.10521,0.1635,2SEG,1,GNSS,-0.08621,0.0365,4.537368421,0.1825,2.359934211
M2653,SFR,0.001,5.50E-06,-0.25,-0.5,0.04,0.10481,0.1768,2SEG,1,GNSS,-0.08581,0.0232,4.516315789,0.116,2.316157895
M2654,SFR,0.001,5.50E-06,-0.25,-0.5,0.05,0.10408,0.2013,2SEG,1,GNSS,-0.08508,-0.0013,4.477894737,0.0065,2.242197368
M2655,SFR,0.001,5.50E-06,-0.25,-0.5,0.08,0.10222,0.264,2SEG,1,GNSS,-0.08322,-0.064,4.38,0.32,2.35
M2656,SFR,0.001,5.50E-06,-0.25,-0.25,0.03,0.10565,0.1323,2SEG,1,GNSS,-0.08665,0.0677,4.560526316,0.3385,2.449513158
M2657,SFR,0.001,5.50E-06,-0.25,-0.25,0.035,0.1052,0.1448,2SEG,1,GNSS,-0.0862,0.0552,4.536842105,0.276,2.406421053
M2658,SFR,0.001,5.50E-06,-0.25,-0.25,0.04,0.1048,0.1565,2SEG,1,GNSS,-0.0858,0.0435,4.515789474,0.2175,2.366644737
M2659,SFR,0.001,5.50E-06,-0.25,-0.25,0.05,0.10407,0.1782,2SEG,1,GNSS,-0.08507,0.0218,4.477368421,0.109,2.293184211
M2660,SFR,0.001,5.50E-06,-0.25,-0.25,0.08,0.1022,0.2337,2SEG,1,GNSS,-0.0832,-0.0337,4.378947368,0.1685,2.273723684
M2661,SFR,0.001,5.50E-06,-0.25,0,0.03,0.10564,0.1214,2SEG,1,GNSS,-0.08664,0.0786,4.56,0.393,2.4765
M2662,SFR,0.001,5.50E-06,-0.25,0,0.035,0.1052,0.1328,2SEG,1,GNSS,-0.0862,0.0672,4.536842105,0.336,2.436421053
M2663,SFR,0.001,5.50E-06,-0.25,0,0.04,0.1048,0.1436,2SEG,1,GNSS,-0.0858,0.0564,4.515789474,0.282,2.398894737
M2664,SFR,0.001,5.50E-06,-0.25,0,0.05,0.10406,0.1635,2SEG,1,GNSS,-0.08506,0.0365,4.476842105,0.1825,2.329671053
M2665,SFR,0.001,5.50E-06,-0.25,0,0.08,0.10219,0.2144,2SEG,1,GNSS,-0.08319,-0.0144,4.378421053,0.072,2.225210526
M2666,SFR,0.001,5.50E-06,-0.25,0.25,0.03,0.10564,0.1135,2SEG,1,GNSS,-0.08664,0.0865,4.56,0.4325,2.49625
M2667,SFR,0.001,5.50E-06,-0.25,0.25,0.035,0.10519,0.1242,2SEG,1,GNSS,-0.08619,0.0758,4.536315789,0.379,2.457657895
M2668,SFR,0.001,5.50E-06,-0.25,0.25,0.04,0.10479,0.1343,2SEG,1,GNSS,-0.08579,0.0657,4.515263158,0.3285,2.421881579
M2669,SFR,0.001,5.50E-06,-0.25,0.25,0.05,0.10405,0.1529,2SEG,1,GNSS,-0.08505,0.0471,4.476315789,0.2355,2.355907895
M2670,SFR,0.001,5.50E-06,-0.25,0.25,0.08,0.10218,0.2005,2SEG,1,GNSS,-0.08318,-0.0005,4.377894737,0.0025,2.190197368
M2671,SFR,0.001,5.50E-06,-0.25,0.5,0.03,0.10564,0.1075,2SEG,1,GNSS,-0.08664,0.0925,4.56,0.4625,2.51125
M2672,SFR,0.001,5.50E-06,-0.25,0.5,0.035,0.10519,0.1176,2SEG,1,GNSS,-0.08619,0.0824,4.536315789,0.412,2.474157895
M2673,SFR,0.001,5.50E-06,-0.25,0.5,0.04,0.10479,0.1271,2SEG,1,GNSS,-0.08579,0.0729,4.515263158,0.3645,2.439881579
M2674,SFR,0.001,5.50E-06,-0.25,0.5,0.05,0.10405,0.1447,2SEG,1,GNSS,-0.08505,0.0553,4.476315789,0.2765,2.376407895
M2675,SFR,0.001,5.50E-06,-0.25,0.5,0.08,0.10218,0.1898,2SEG,1,GNSS,-0.08318,0.0102,4.377894737,0.051,2.214447368
M2676,SFR,0.001,5.50E-06,0,-0.5,0.03,0.10603,0.1498,2SEG,1,GNSS,-0.08703,0.0502,4.580526316,0.251,2.415763158
M2677,SFR,0.001,5.50E-06,0,-0.5,0.035,0.10562,0.1639,2SEG,1,GNSS,-0.08662,0.0361,4.558947368,0.1805,2.369723684
M2678,SFR,0.001,5.50E-06,0,-0.5,0.04,0.10525,0.1772,2SEG,1,GNSS,-0.08625,0.0228,4.539473684,0.114,2.326736842
M2679,SFR,0.001,5.50E-06,0,-0.5,0.05,0.10457,0.2018,2SEG,1,GNSS,-0.08557,-0.0018,4.503684211,0.009,2.256342105
M2680,SFR,0.001,5.50E-06,0,-0.5,0.08,0.10285,0.2649,2SEG,1,GNSS,-0.08385,-0.0649,4.413157895,0.3245,2.368828947
M2681,SFR,0.001,5.50E-06,0,-0.25,0.03,0.10602,0.1326,2SEG,1,GNSS,-0.08702,0.0674,4.58,0.337,2.4585
M2682,SFR,0.001,5.50E-06,0,-0.25,0.035,0.10563,0.1452,2SEG,1,GNSS,-0.08663,0.0548,4.559473684,0.274,2.416736842
M2683,SFR,0.001,5.50E-06,0,-0.25,0.04,0.10524,0.1569,2SEG,1,GNSS,-0.08624,0.0431,4.538947368,0.2155,2.377223684
M2684,SFR,0.001,5.50E-06,0,-0.25,0.05,0.10456,0.1787,2SEG,1,GNSS,-0.08556,0.0213,4.503157895,0.1065,2.304828947
M2685,SFR,0.001,5.50E-06,0,-0.25,0.08,0.10283,0.2346,2SEG,1,GNSS,-0.08383,-0.0346,4.412105263,0.173,2.292552632
M2686,SFR,0.001,5.50E-06,0,0,0.03,0.10602,0.1217,2SEG,1,GNSS,-0.08702,0.0783,4.58,0.3915,2.48575
M2687,SFR,0.001,5.50E-06,0,0,0.035,0.10562,0.1331,2SEG,1,GNSS,-0.08662,0.0669,4.558947368,0.3345,2.446723684
M2688,SFR,0.001,5.50E-06,0,0,0.04,0.10523,0.1439,2SEG,1,GNSS,-0.08623,0.0561,4.538421053,0.2805,2.409460526
M2689,SFR,0.001,5.50E-06,0,0,0.05,0.10455,0.1639,2SEG,1,GNSS,-0.08555,0.0361,4.502631579,0.1805,2.341565789
M2690,SFR,0.001,5.50E-06,0,0,0.08,0.10282,0.2152,2SEG,1,GNSS,-0.08382,-0.0152,4.411578947,0.076,2.243789474
M2691,SFR,0.001,5.50E-06,0,0.25,0.03,0.10601,0.1138,2SEG,1,GNSS,-0.08701,0.0862,4.579473684,0.431,2.505236842
M2692,SFR,0.001,5.50E-06,0,0.25,0.035,0.10562,0.1245,2SEG,1,GNSS,-0.08662,0.0755,4.558947368,0.3775,2.468223684
M2693,SFR,0.001,5.50E-06,0,0.25,0.04,0.10523,0.1346,2SEG,1,GNSS,-0.08623,0.0654,4.538421053,0.327,2.432710526
M2694,SFR,0.001,5.50E-06,0,0.25,0.05,0.10455,0.1533,2SEG,1,GNSS,-0.08555,0.0467,4.502631579,0.2335,2.368065789
M2695,SFR,0.001,5.50E-06,0,0.25,0.08,0.10281,0.2012,2SEG,1,GNSS,-0.08381,-0.0012,4.411052632,0.006,2.208526316
M2696,SFR,0.001,5.50E-06,0,0.5,0.03,0.10601,0.1077,2SEG,1,GNSS,-0.08701,0.0923,4.579473684,0.4615,2.520486842
M2697,SFR,0.001,5.50E-06,0,0.5,0.035,0.10561,0.1179,2SEG,1,GNSS,-0.08661,0.0821,4.558421053,0.4105,2.484460526
M2698,SFR,0.001,5.50E-06,0,0.5,0.04,0.10522,0.1274,2SEG,1,GNSS,-0.08622,0.0726,4.537894737,0.363,2.450447368
M2699,SFR,0.001,5.50E-06,0,0.5,0.05,0.10454,0.1451,2SEG,1,GNSS,-0.08554,0.0549,4.502105263,0.2745,2.388302632
M2700,SFR,0.001,5.50E-06,0,0.5,0.08,0.10281,0.1905,2SEG,1,GNSS,-0.08381,0.0095,4.411052632,0.0475,2.229276316
M2701,SFR,0.001,5.50E-06,0.25,-0.5,0.03,0.10634,0.1501,2SEG,1,GNSS,-0.08734,0.0499,4.596842105,0.2495,2.423171053
M2702,SFR,0.001,5.50E-06,0.25,-0.5,0.035,0.10593,0.1642,2SEG,1,GNSS,-0.08693,0.0358,4.575263158,0.179,2.377131579
M2703,SFR,0.001,5.50E-06,0.25,-0.5,0.04,0.10557,0.1775,2SEG,1,GNSS,-0.08657,0.0225,4.556315789,0.1125,2.334407895
M2704,SFR,0.001,5.50E-06,0.25,-0.5,0.05,0.10493,0.2022,2SEG,1,GNSS,-0.08593,-0.0022,4.522631579,0.011,2.266815789
M2705,SFR,0.001,5.50E-06,0.25,-0.5,0.08,0.1033,0.2656,2SEG,1,GNSS,-0.0843,-0.0656,4.436842105,0.328,2.382421053
M2706,SFR,0.001,5.50E-06,0.25,-0.25,0.03,0.10633,0.1329,2SEG,1,GNSS,-0.08733,0.0671,4.596315789,0.3355,2.465907895
M2707,SFR,0.001,5.50E-06,0.25,-0.25,0.035,0.10592,0.1454,2SEG,1,GNSS,-0.08692,0.0546,4.574736842,0.273,2.423868421
M2708,SFR,0.001,5.50E-06,0.25,-0.25,0.04,0.10555,0.1572,2SEG,1,GNSS,-0.08655,0.0428,4.555263158,0.214,2.384631579
M2709,SFR,0.001,5.50E-06,0.25,-0.25,0.05,0.10492,0.1791,2SEG,1,GNSS,-0.08592,0.0209,4.522105263,0.1045,2.313302632
M2710,SFR,0.001,5.50E-06,0.25,-0.25,0.08,0.10328,0.2352,2SEG,1,GNSS,-0.08428,-0.0352,4.435789474,0.176,2.305894737
M2711,SFR,0.001,5.50E-06,0.25,0,0.03,0.10633,0.1219,2SEG,1,GNSS,-0.08733,0.0781,4.596315789,0.3905,2.493407895
M2712,SFR,0.001,5.50E-06,0.25,0,0.035,0.10592,0.1334,2SEG,1,GNSS,-0.08692,0.0666,4.574736842,0.333,2.453868421
M2713,SFR,0.001,5.50E-06,0.25,0,0.04,0.10556,0.1442,2SEG,1,GNSS,-0.08656,0.0558,4.555789474,0.279,2.417394737
M2714,SFR,0.001,5.50E-06,0.25,0,0.05,0.10491,0.1643,2SEG,1,GNSS,-0.08591,0.0357,4.521578947,0.1785,2.350039474
M2715,SFR,0.001,5.50E-06,0.25,0,0.08,0.10327,0.2157,2SEG,1,GNSS,-0.08427,-0.0157,4.435263158,0.0785,2.256881579
M2716,SFR,0.001,5.50E-06,0.25,0.25,0.03,0.10632,0.114,2SEG,1,GNSS,-0.08732,0.086,4.595789474,0.43,2.512894737
M2717,SFR,0.001,5.50E-06,0.25,0.25,0.035,0.10591,0.1247,2SEG,1,GNSS,-0.08691,0.0753,4.574210526,0.3765,2.475355263
M2718,SFR,0.001,5.50E-06,0.25,0.25,0.04,0.10556,0.1349,2SEG,1,GNSS,-0.08656,0.0651,4.555789474,0.3255,2.440644737
M2719,SFR,0.001,5.50E-06,0.25,0.25,0.05,0.1049,0.1536,2SEG,1,GNSS,-0.0859,0.0464,4.521052632,0.232,2.376526316
M2720,SFR,0.001,5.50E-06,0.25,0.25,0.08,0.10327,0.2017,2SEG,1,GNSS,-0.08427,-0.0017,4.435263158,0.0085,2.221881579
M2721,SFR,0.001,5.50E-06,0.25,0.5,0.03,0.10632,0.1079,2SEG,1,GNSS,-0.08732,0.0921,4.595789474,0.4605,2.528144737
M2722,SFR,0.001,5.50E-06,0.25,0.5,0.035,0.10591,0.1181,2SEG,1,GNSS,-0.08691,0.0819,4.574210526,0.4095,2.491855263
M2723,SFR,0.001,5.50E-06,0.25,0.5,0.04,0.10556,0.1277,2SEG,1,GNSS,-0.08656,0.0723,4.555789474,0.3615,2.458644737
M2724,SFR,0.001,5.50E-06,0.25,0.5,0.05,0.1049,0.1454,2SEG,1,GNSS,-0.0859,0.0546,4.521052632,0.273,2.397026316
M2725,SFR,0.001,5.50E-06,0.25,0.5,0.08,0.10326,0.191,2SEG,1,GNSS,-0.08426,0.009,4.434736842,0.045,2.239868421
M2726,SFR,0.001,5.50E-06,0.5,-0.5,0.03,0.10655,0.1502,2SEG,1,GNSS,-0.08755,0.0498,4.607894737,0.249,2.428447368
M2727,SFR,0.001,5.50E-06,0.5,-0.5,0.035,0.10616,0.1644,2SEG,1,GNSS,-0.08716,0.0356,4.587368421,0.178,2.382684211
M2728,SFR,0.001,5.50E-06,0.5,-0.5,0.04,0.10583,0.1778,2SEG,1,GNSS,-0.08683,0.0222,4.57,0.111,2.3405
M2729,SFR,0.001,5.50E-06,0.5,-0.5,0.05,0.1052,0.2026,2SEG,1,GNSS,-0.0862,-0.0026,4.536842105,0.013,2.274921053
M2730,SFR,0.001,5.50E-06,0.5,-0.5,0.08,0.10365,0.2662,2SEG,1,GNSS,-0.08465,-0.0662,4.455263158,0.331,2.393131579
M2731,SFR,0.001,5.50E-06,0.5,-0.25,0.03,0.10654,0.133,2SEG,1,GNSS,-0.08754,0.067,4.607368421,0.335,2.471184211
M2732,SFR,0.001,5.50E-06,0.5,-0.25,0.035,0.10615,0.1456,2SEG,1,GNSS,-0.08715,0.0544,4.586842105,0.272,2.429421053
M2733,SFR,0.001,5.50E-06,0.5,-0.25,0.04,0.10582,0.1574,2SEG,1,GNSS,-0.08682,0.0426,4.569473684,0.213,2.391236842
M2734,SFR,0.001,5.50E-06,0.5,-0.25,0.05,0.10519,0.1793,2SEG,1,GNSS,-0.08619,0.0207,4.536315789,0.1035,2.319907895
M2735,SFR,0.001,5.50E-06,0.5,-0.25,0.08,0.10364,0.2357,2SEG,1,GNSS,-0.08464,-0.0357,4.454736842,0.1785,2.316618421
M2736,SFR,0.001,5.50E-06,0.5,0,0.03,0.10653,0.122,2SEG,1,GNSS,-0.08753,0.078,4.606842105,0.39,2.498421053
M2737,SFR,0.001,5.50E-06,0.5,0,0.035,0.10614,0.1335,2SEG,1,GNSS,-0.08714,0.0665,4.586315789,0.3325,2.459407895
M2738,SFR,0.001,5.50E-06,0.5,0,0.04,0.10581,0.1444,2SEG,1,GNSS,-0.08681,0.0556,4.568947368,0.278,2.423473684
M2739,SFR,0.001,5.50E-06,0.5,0,0.05,0.10518,0.1645,2SEG,1,GNSS,-0.08618,0.0355,4.535789474,0.1775,2.356644737
M2740,SFR,0.001,5.50E-06,0.5,0,0.08,0.10363,0.2162,2SEG,1,GNSS,-0.08463,-0.0162,4.454210526,0.081,2.267605263
M2741,SFR,0.001,5.50E-06,0.5,0.25,0.03,0.10653,0.1141,2SEG,1,GNSS,-0.08753,0.0859,4.606842105,0.4295,2.518171053
M2742,SFR,0.001,5.50E-06,0.5,0.25,0.035,0.10618,0.1249,2SEG,1,GNSS,-0.08718,0.0751,4.588421053,0.3755,2.481960526
M2743,SFR,0.001,5.50E-06,0.5,0.25,0.04,0.10581,0.1351,2SEG,1,GNSS,-0.08681,0.0649,4.568947368,0.3245,2.446723684
M2744,SFR,0.001,5.50E-06,0.5,0.25,0.05,0.10518,0.1539,2SEG,1,GNSS,-0.08618,0.0461,4.535789474,0.2305,2.383144737
M2745,SFR,0.001,5.50E-06,0.5,0.25,0.08,0.10362,0.2022,2SEG,1,GNSS,-0.08462,-0.0022,4.453684211,0.011,2.232342105
M2746,SFR,0.001,5.50E-06,0.5,0.5,0.03,0.10652,0.108,2SEG,1,GNSS,-0.08752,0.092,4.606315789,0.46,2.533157895
M2747,SFR,0.001,5.50E-06,0.5,0.5,0.035,0.10617,0.1183,2SEG,1,GNSS,-0.08717,0.0817,4.587894737,0.4085,2.498197368
M2748,SFR,0.001,5.50E-06,0.5,0.5,0.04,0.1058,0.1279,2SEG,1,GNSS,-0.0868,0.0721,4.568421053,0.3605,2.464460526
M2749,SFR,0.001,5.50E-06,0.5,0.5,0.05,0.10517,0.1457,2SEG,1,GNSS,-0.08617,0.0543,4.535263158,0.2715,2.403381579
M2750,SFR,0.001,5.50E-06,0.5,0.5,0.08,0.10362,0.1914,2SEG,1,GNSS,-0.08462,0.0086,4.453684211,0.043,2.248342105
M2751,SFR,0.001,1.00E-05,-0.5,-0.5,0.03,0.10563,0.1494,2SEG,1,GNSS,-0.08663,0.0506,4.559473684,0.253,2.406236842
M2752,SFR,0.001,1.00E-05,-0.5,-0.5,0.035,0.10516,0.1635,2SEG,1,GNSS,-0.08616,0.0365,4.534736842,0.1825,2.358618421
M2753,SFR,0.001,1.00E-05,-0.5,-0.5,0.04,0.10473,0.1767,2SEG,1,GNSS,-0.08573,0.0233,4.512105263,0.1165,2.314302632
M2754,SFR,0.001,1.00E-05,-0.5,-0.5,0.05,0.10392,0.2011,2SEG,1,GNSS,-0.08492,-0.0011,4.469473684,0.0055,2.237486842
M2755,SFR,0.001,1.00E-05,-0.5,-0.5,0.08,0.10148,0.2628,2SEG,1,GNSS,-0.08248,-0.0628,4.341052632,0.314,2.327526316
M2756,SFR,0.001,1.00E-05,-0.5,-0.25,0.03,0.10561,0.1323,2SEG,1,GNSS,-0.08661,0.0677,4.558421053,0.3385,2.448460526
M2757,SFR,0.001,1.00E-05,-0.5,-0.25,0.035,0.10514,0.1447,2SEG,1,GNSS,-0.08614,0.0553,4.533684211,0.2765,2.405092105
M2758,SFR,0.001,1.00E-05,-0.5,-0.25,0.04,0.10471,0.1564,2SEG,1,GNSS,-0.08571,0.0436,4.511052632,0.218,2.364526316
M2759,SFR,0.001,1.00E-05,-0.5,-0.25,0.05,0.1039,0.178,2SEG,1,GNSS,-0.0849,0.022,4.468421053,0.11,2.289210526
M2760,SFR,0.001,1.00E-05,-0.5,-0.25,0.08,0.10145,0.2327,2SEG,1,GNSS,-0.08245,-0.0327,4.339473684,0.1635,2.251486842
M2761,SFR,0.001,1.00E-05,-0.5,0,0.03,0.1056,0.1214,2SEG,1,GNSS,-0.0866,0.0786,4.557894737,0.393,2.475447368
M2762,SFR,0.001,1.00E-05,-0.5,0,0.035,0.10513,0.1328,2SEG,1,GNSS,-0.08613,0.0672,4.533157895,0.336,2.434578947
M2763,SFR,0.001,1.00E-05,-0.5,0,0.04,0.10469,0.1435,2SEG,1,GNSS,-0.08569,0.0565,4.51,0.2825,2.39625
M2764,SFR,0.001,1.00E-05,-0.5,0,0.05,0.10388,0.1633,2SEG,1,GNSS,-0.08488,0.0367,4.467368421,0.1835,2.325434211
M2765,SFR,0.001,1.00E-05,-0.5,0,0.08,0.10143,0.2134,2SEG,1,GNSS,-0.08243,-0.0134,4.338421053,0.067,2.202710526
M2766,SFR,0.001,1.00E-05,-0.5,0.25,0.03,0.10559,0.1135,2SEG,1,GNSS,-0.08659,0.0865,4.557368421,0.4325,2.494934211
M2767,SFR,0.001,1.00E-05,-0.5,0.25,0.035,0.10512,0.1242,2SEG,1,GNSS,-0.08612,0.0758,4.532631579,0.379,2.455815789
M2768,SFR,0.001,1.00E-05,-0.5,0.25,0.04,0.10468,0.1342,2SEG,1,GNSS,-0.08568,0.0658,4.509473684,0.329,2.419236842
M2769,SFR,0.001,1.00E-05,-0.5,0.25,0.05,0.10387,0.1527,2SEG,1,GNSS,-0.08487,0.0473,4.466842105,0.2365,2.351671053
M2770,SFR,0.001,1.00E-05,-0.5,0.25,0.08,0.10142,0.1996,2SEG,1,GNSS,-0.08242,0.0004,4.337894737,0.002,2.169947368
M2771,SFR,0.001,1.00E-05,-0.5,0.5,0.03,0.10559,0.1075,2SEG,1,GNSS,-0.08659,0.0925,4.557368421,0.4625,2.509934211
M2772,SFR,0.001,1.00E-05,-0.5,0.5,0.035,0.10512,0.1176,2SEG,1,GNSS,-0.08612,0.0824,4.532631579,0.412,2.472315789
M2773,SFR,0.001,1.00E-05,-0.5,0.5,0.04,0.10468,0.127,2SEG,1,GNSS,-0.08568,0.073,4.509473684,0.365,2.437236842
M2774,SFR,0.001,1.00E-05,-0.5,0.5,0.05,0.10386,0.1446,2SEG,1,GNSS,-0.08486,0.0554,4.466315789,0.277,2.371657895
M2775,SFR,0.001,1.00E-05,-0.5,0.5,0.08,0.10144,0.189,2SEG,1,GNSS,-0.08244,0.011,4.338947368,0.055,2.196973684
M2776,SFR,0.001,1.00E-05,-0.25,-0.5,0.03,0.1062,0.1499,2SEG,1,GNSS,-0.0872,0.0501,4.589473684,0.2505,2.419986842
M2777,SFR,0.001,1.00E-05,-0.25,-0.5,0.035,0.10578,0.1641,2SEG,1,GNSS,-0.08678,0.0359,4.567368421,0.1795,2.373434211
M2778,SFR,0.001,1.00E-05,-0.25,-0.5,0.04,0.10539,0.1774,2SEG,1,GNSS,-0.08639,0.0226,4.546842105,0.113,2.329921053
M2779,SFR,0.001,1.00E-05,-0.25,-0.5,0.05,0.10468,0.2019,2SEG,1,GNSS,-0.08568,-0.0019,4.509473684,0.0095,2.259486842
M2780,SFR,0.001,1.00E-05,-0.25,-0.5,0.08,0.10252,0.2644,2SEG,1,GNSS,-0.08352,-0.0644,4.395789474,0.322,2.358894737
M2781,SFR,0.001,1.00E-05,-0.25,-0.25,0.03,0.10618,0.1327,2SEG,1,GNSS,-0.08718,0.0673,4.588421053,0.3365,2.462460526
M2782,SFR,0.001,1.00E-05,-0.25,-0.25,0.035,0.10577,0.1453,2SEG,1,GNSS,-0.08677,0.0547,4.566842105,0.2735,2.420171053
M2783,SFR,0.001,1.00E-05,-0.25,-0.25,0.04,0.10538,0.157,2SEG,1,GNSS,-0.08638,0.043,4.546315789,0.215,2.380657895
M2784,SFR,0.001,1.00E-05,-0.25,-0.25,0.05,0.10466,0.1788,2SEG,1,GNSS,-0.08566,0.0212,4.508421053,0.106,2.307210526
M2785,SFR,0.001,1.00E-05,-0.25,-0.25,0.08,0.1025,0.2341,2SEG,1,GNSS,-0.0835,-0.0341,4.394736842,0.1705,2.282618421
M2786,SFR,0.001,1.00E-05,-0.25,0,0.03,0.10617,0.1218,2SEG,1,GNSS,-0.08717,0.0782,4.587894737,0.391,2.489447368
